,URL,Verified,Verified Accounts,Year,Quarter,Month,Day,Name / ID,Location,Has Description,Followers,Status Available,Accounts Without a Link,Brand,Market,Platform
184,twitter.com/viauay,False,False,2022,Qtr 1,January,31,AXE Bolivia,Bolivia,No Description,199.0,True,Has Link,dualjape,Panama,Twitter
185,twitter.com/viauay,False,False,2022,Qtr 2,May,9,AXE Bolivia,Bolivia,No Description,199.0,True,Has Link,dualjape,Panama,Twitter
186,twitter.com/ebrnce,True,True,2021,Qtr 4,December,31,AXE Brasil,Brasil,Has Description,16159.0,True,Has Link,handfoxy,Chile,Twitter
187,twitter.com/ebrnce,True,True,2022,Qtr 1,January,31,AXE Brasil,Brasil,Has Description,16122.0,True,Has Link,handfoxy,Chile,Twitter
188,twitter.com/ebrnce,True,True,2022,Qtr 2,May,9,AXE Brasil,Brasil,Has Description,16036.0,True,Has Link,handfoxy,Chile,Twitter
189,twitter.com/adaece,True,True,2021,Qtr 4,December,31,AXE Canada,Canada,Has Description,4416.0,True,Has Link,dualjape,Colombia,Twitter
190,twitter.com/adaece,True,True,2022,Qtr 1,January,31,AXE Canada,Canada,Has Description,4403.0,True,Has Link,dualjape,Colombia,Twitter
191,twitter.com/adaece,True,True,2022,Qtr 2,May,9,AXE Canada,Canada,Has Description,4750.0,True,Has Link,dualjape,Colombia,Twitter
192,twitter.com/ilepPH,False,False,2021,Qtr 4,December,31,AXE Chile,Vietnam,Has Description,12.0,True,No Link,dualjape,Paraguay,Twitter
193,twitter.com/ilepPH,False,False,2022,Qtr 1,January,31,AXE Chile,Vietnam,Has Description,12.0,True,No Link,dualjape,Paraguay,Twitter
194,twitter.com/ilepPH,False,False,2022,Qtr 2,May,9,AXE Chile,Vietnam,Has Description,12.0,True,No Link,dualjape,Paraguay,Twitter
195,twitter.com/biaeJP,False,False,2021,Qtr 4,December,31,Axe Colombia,Vietnam,No Description,34.0,False,No Link,dualjape,Costa Rica,Twitter
196,twitter.com/biaeJP,False,False,2022,Qtr 1,January,31,Axe Colombia,Vietnam,No Description,34.0,False,No Link,dualjape,Costa Rica,Twitter
197,twitter.com/biaeJP,False,False,2022,Qtr 2,May,9,Axe Colombia,Vietnam,No Description,34.0,False,No Link,dualjape,Costa Rica,Twitter
198,twitter.com/nceast,True,True,2021,Qtr 4,December,31,AXE France,Vietnam,No Description,13121.0,True,Has Link,ironsoft,Denmark,Twitter
199,twitter.com/nceast,True,True,2022,Qtr 1,January,31,AXE France,Vietnam,No Description,13089.0,True,Has Link,ironsoft,Denmark,Twitter
200,twitter.com/nceast,True,True,2022,Qtr 2,May,9,AXE France,Vietnam,No Description,13024.0,True,Has Link,ironsoft,Denmark,Twitter
201,twitter.com/_gr_SA,False,False,2021,Qtr 4,December,31,Axe Greece,Greece,No Description,108.0,True,Has Link,germanrosy,United States of America,Twitter
202,twitter.com/_gr_SA,False,False,2022,Qtr 1,January,31,Axe Greece,Greece,No Description,108.0,True,Has Link,germanrosy,United States of America,Twitter
203,twitter.com/_gr_SA,False,False,2022,Qtr 2,May,9,Axe Greece,Greece,No Description,107.0,True,Has Link,germanrosy,United States of America,Twitter
204,twitter.com/eceuay,False,False,2021,Qtr 4,December,31,Axe Greece,Vietnam,Has Description,5.0,True,Has Link,handfoxy,Ecuador,Twitter
205,twitter.com/eceuay,False,False,2022,Qtr 2,May,9,Axe Greece,Vietnam,Has Description,5.0,True,Has Link,handfoxy,Ecuador,Twitter
206,twitter.com/_idand,False,False,2021,Qtr 4,December,31,AXE Indonesia,Vietnam,Has Description,11.0,True,Has Link,carslord,India,Twitter
207,twitter.com/_idand,False,False,2022,Qtr 1,January,31,AXE Indonesia,Vietnam,Has Description,11.0,True,Has Link,carslord,India,Twitter
208,twitter.com/_idand,False,False,2022,Qtr 2,May,9,AXE Indonesia,Vietnam,Has Description,13.0,True,Has Link,carslord,India,Twitter
209,twitter.com/tamle1,False,False,2022,Qtr 2,May,9,AXE Latinoamérica,Vietnam,Has Description,6631.0,True,Has Link,techfond,Peru,Twitter
210,twitter.com/tamle1,False,False,2022,Qtr 2,May,9,AXE Latinoamérica,Vietnam,Has Description,6632.0,True,Has Link,techfond,Peru,Twitter
211,twitter.com/icosia,True,True,2021,Qtr 4,December,31,Axe México,México,Has Description,23944.0,True,Has Link,aquapeak,Finland,Twitter
212,twitter.com/icosia,True,True,2022,Qtr 1,January,31,Axe México,México,Has Description,23889.0,True,Has Link,aquapeak,Finland,Twitter
213,twitter.com/icosia,True,True,2022,Qtr 2,May,9,Axe México,México,Has Description,23775.0,True,Has Link,aquapeak,Finland,Twitter
214,twitter.com/astiye,False,False,2021,Qtr 4,December,31,AXE Middle East,Vietnam,Has Description,1339.0,True,Has Link,bassvest,France,Twitter
215,twitter.com/astiye,False,False,2022,Qtr 1,January,31,AXE Middle East,Vietnam,Has Description,1336.0,True,Has Link,bassvest,France,Twitter
216,twitter.com/astiye,False,False,2022,Qtr 2,May,9,AXE Middle East,Vietnam,Has Description,1332.0,True,Has Link,bassvest,France,Twitter
217,twitter.com/elllub,True,True,2021,Qtr 4,December,31,AXE offiziell,Deutschland Österreich Schweiz,Has Description,2662.0,True,Has Link,aquapeak,Austria,Twitter
218,twitter.com/elllub,True,True,2022,Qtr 1,January,31,AXE offiziell,Deutschland Österreich Schweiz,Has Description,2688.0,True,Has Link,aquapeak,Austria,Twitter
219,twitter.com/elllub,True,True,2022,Qtr 2,May,9,AXE offiziell,Deutschland Österreich Schweiz,Has Description,2740.0,True,Has Link,aquapeak,Austria,Twitter
220,twitter.com/uayela,False,False,2021,Qtr 4,December,31,Axe Paraguay,Vietnam,Has Description,5990.0,True,Has Link,dualjape,Global,Twitter
221,twitter.com/uayela,False,False,2022,Qtr 1,January,31,Axe Paraguay,Vietnam,Has Description,5985.0,True,Has Link,dualjape,Global,Twitter
222,twitter.com/uayela,False,False,2022,Qtr 2,May,9,Axe Paraguay,Vietnam,Has Description,5974.0,True,Has Link,dualjape,Global,Twitter
223,twitter.com/nesepy,False,False,2021,Qtr 4,December,31,Axe Philippines,Philippines,Has Description,7128.0,True,Has Link,vandawn,Greece,Twitter
224,twitter.com/nesepy,False,False,2022,Qtr 1,January,31,Axe Philippines,Philippines,Has Description,7116.0,True,Has Link,vandawn,Greece,Twitter
225,twitter.com/nesepy,False,False,2022,Qtr 2,May,9,Axe Philippines,Philippines,Has Description,7092.0,True,Has Link,vandawn,Greece,Twitter
226,twitter.com/_ruico,False,False,2021,Qtr 4,December,31,AXE Russia,Vietnam,No Description,1.0,True,Has Link,techfond,Czechia,Twitter
227,twitter.com/_ruico,False,False,2022,Qtr 1,January,31,AXE Russia,Vietnam,No Description,1.0,True,Has Link,techfond,Czechia,Twitter
228,twitter.com/_ruico,False,False,2022,Qtr 2,May,9,AXE Russia,Vietnam,No Description,1.0,True,Has Link,techfond,Czechia,Twitter
229,twitter.com/siaMen,False,False,2021,Qtr 4,December,31,AXE Russia,Vietnam,No Description,1423.0,True,No Link,dualjape,Guatemala,Twitter
230,twitter.com/siaMen,False,False,2022,Qtr 1,January,31,AXE Russia,Vietnam,No Description,1418.0,True,No Link,dualjape,Guatemala,Twitter
231,twitter.com/siaMen,False,False,2022,Qtr 2,May,9,AXE Russia,Vietnam,No Description,1410.0,True,No Link,dualjape,Guatemala,Twitter
232,twitter.com/_SAina,True,True,2021,Qtr 4,December,31,AXE South Africa,South Africa,Has Description,21386.0,True,Has Link,dualjape,Azerbaijan,Twitter
233,twitter.com/_SAina,True,True,2022,Qtr 1,January,31,AXE South Africa,South Africa,Has Description,21354.0,True,Has Link,dualjape,Azerbaijan,Twitter
234,twitter.com/_SAina,True,True,2022,Qtr 2,May,9,AXE South Africa,South Africa,Has Description,21285.0,True,Has Link,dualjape,Azerbaijan,Twitter
235,twitter.com/ain_ES,True,True,2021,Qtr 4,December,31,AXE Spain,España,Has Description,12437.0,True,Has Link,vandawn,Philippines,Twitter
236,twitter.com/ain_ES,True,True,2022,Qtr 1,January,31,AXE Spain,España,Has Description,12401.0,True,Has Link,vandawn,Philippines,Twitter
237,twitter.com/ain_ES,True,True,2022,Qtr 2,May,9,AXE Spain,España,Has Description,12297.0,True,Has Link,vandawn,Philippines,Twitter
238,twitter.com/iye_th,True,True,2021,Qtr 4,December,31,Axe Türkiye,Vietnam,Has Description,15119.0,True,Has Link,dualjape,Honduras,Twitter
239,twitter.com/iye_th,True,True,2022,Qtr 1,January,31,Axe Türkiye,Vietnam,Has Description,15086.0,True,Has Link,dualjape,Honduras,Twitter
240,twitter.com/iye_th,True,True,2022,Qtr 2,May,9,Axe Türkiye,Vietnam,Has Description,15032.0,True,Has Link,dualjape,Honduras,Twitter
241,twitter.com/uayebr,False,False,2021,Qtr 4,December,31,Axe Uruguay,Vietnam,Has Description,10133.0,True,Has Link,osvent,Belgium,Twitter
242,twitter.com/uayebr,False,False,2022,Qtr 1,January,31,Axe Uruguay,Vietnam,Has Description,10119.0,True,Has Link,osvent,Belgium,Twitter
243,twitter.com/uayebr,False,False,2022,Qtr 2,May,9,Axe Uruguay,Vietnam,Has Description,10078.0,True,Has Link,osvent,Belgium,Twitter
244,twitter.com/elabia,False,False,2021,Qtr 4,December,31,AXE Venezuela,El Paraíso,Has Description,260.0,True,Has Link,handfoxy,Hungary,Twitter
245,twitter.com/elabia,False,False,2022,Qtr 1,January,31,AXE Venezuela,El Paraíso,Has Description,259.0,True,Has Link,handfoxy,Hungary,Twitter
246,twitter.com/elabia,False,False,2022,Qtr 2,May,9,AXE Venezuela,El Paraíso,Has Description,259.0,True,Has Link,handfoxy,Hungary,Twitter
247,twitter.com/inabia,True,True,2021,Qtr 4,December,31,axeargentina,Argentina,Has Description,19369.0,True,Has Link,handfoxy,Brazil,Twitter
248,twitter.com/inabia,True,True,2022,Qtr 1,January,31,axeargentina,Argentina,Has Description,19356.0,True,Has Link,handfoxy,Brazil,Twitter
249,twitter.com/inabia,True,True,2022,Qtr 2,May,9,axeargentina,Argentina,Has Description,19309.0,True,Has Link,handfoxy,Brazil,Twitter
250,twitter.com/andjan,False,False,2021,Qtr 4,December,31,AXEThailand,Vietnam,Has Description,1055.0,True,Has Link,weiwind,Bangladesh,Twitter
251,twitter.com/andjan,False,False,2022,Qtr 1,January,31,AXEThailand,Vietnam,Has Description,1050.0,True,Has Link,weiwind,Bangladesh,Twitter
252,twitter.com/andjan,False,False,2022,Qtr 2,May,9,AXEThailand,Vietnam,Has Description,1104.0,True,Has Link,weiwind,Bangladesh,Twitter
253,twitter.com/epyina,False,False,2021,Qtr 4,December,31,Baby Dove Paraguay,Vietnam,No Description,115.0,True,No Link,handfoxy,India,Twitter
254,twitter.com/epyina,False,False,2022,Qtr 1,January,31,Baby Dove Paraguay,Vietnam,No Description,115.0,True,No Link,handfoxy,India,Twitter
255,twitter.com/epyina,False,False,2022,Qtr 2,May,9,Baby Dove Paraguay,Vietnam,No Description,116.0,True,No Link,handfoxy,India,Twitter
256,twitter.com/Menypt,True,True,2021,Qtr 4,December,31,Brut,United Kingdom,Has Description,4325.0,True,Has Link,germanrosy,Indonesia,Twitter
257,twitter.com/Menypt,True,True,2022,Qtr 1,January,31,Brut,United Kingdom,Has Description,4320.0,True,Has Link,germanrosy,Indonesia,Twitter
258,twitter.com/Menypt,True,True,2022,Qtr 2,May,9,Brut,United Kingdom,Has Description,4303.0,True,Has Link,germanrosy,Indonesia,Twitter
259,twitter.com/biaeJP,True,True,2021,Qtr 4,December,31,Clear Arabia,Vietnam,Has Description,6919.0,True,No Link,dualjape,Costa Rica,Twitter
260,twitter.com/biaeJP,True,True,2022,Qtr 1,January,31,Clear Arabia,Vietnam,Has Description,6956.0,True,No Link,dualjape,Costa Rica,Twitter
261,twitter.com/biaeJP,True,True,2022,Qtr 2,May,9,Clear Arabia,Vietnam,Has Description,7069.0,True,No Link,dualjape,Costa Rica,Twitter
262,twitter.com/inasia,False,False,2021,Qtr 4,December,31,Clear Argentina,Argentina,Has Description,8447.0,True,Has Link,germanrosy,Kazakhstan,Twitter
263,twitter.com/inasia,False,False,2022,Qtr 1,January,31,Clear Argentina,Argentina,Has Description,8442.0,True,Has Link,germanrosy,Kazakhstan,Twitter
264,twitter.com/inasia,False,False,2022,Qtr 2,May,9,Clear Argentina,Argentina,Has Description,8408.0,True,Has Link,germanrosy,Kazakhstan,Twitter
265,twitter.com/yptsia,False,False,2021,Qtr 4,December,31,Clear Egypt,Vietnam,No Description,8940.0,True,No Link,handfoxy,Malaysia,Twitter
266,twitter.com/yptsia,False,False,2022,Qtr 1,January,31,Clear Egypt,Vietnam,No Description,8934.0,True,No Link,handfoxy,Malaysia,Twitter
267,twitter.com/yptsia,False,False,2022,Qtr 2,May,9,Clear Egypt,Vietnam,No Description,8899.0,True,No Link,handfoxy,Malaysia,Twitter
268,twitter.com/airuay,True,True,2021,Qtr 4,December,31,Clear Hair Care,United States,Has Description,32825.0,True,Has Link,dualjape,Mexico,Twitter
269,twitter.com/airuay,True,True,2022,Qtr 1,January,31,Clear Hair Care,United States,Has Description,32762.0,True,Has Link,dualjape,Mexico,Twitter
270,twitter.com/airuay,True,True,2022,Qtr 2,May,9,Clear Hair Care,United States,Has Description,32689.0,True,Has Link,dualjape,Mexico,Twitter
271,twitter.com/sianTR,True,True,2021,Qtr 4,December,31,CLEAR Indonesia,Vietnam,No Description,54161.0,True,Has Link,aquapeak,Nicaragua,Twitter
272,twitter.com/sianTR,True,True,2022,Qtr 1,January,31,CLEAR Indonesia,Vietnam,No Description,54077.0,True,Has Link,aquapeak,Nicaragua,Twitter
273,twitter.com/sianTR,True,True,2022,Qtr 2,May,9,CLEAR Indonesia,Vietnam,No Description,53856.0,True,Has Link,aquapeak,Nicaragua,Twitter
274,twitter.com/siaree,True,True,2021,Qtr 4,December,31,CLEAR Malaysia,Vietnam,No Description,10834.0,True,Has Link,dualjape,Norway,Twitter
275,twitter.com/siaree,True,True,2022,Qtr 1,January,31,CLEAR Malaysia,Vietnam,No Description,10813.0,True,Has Link,dualjape,Norway,Twitter
276,twitter.com/siaree,True,True,2022,Qtr 2,May,9,CLEAR Malaysia,Vietnam,No Description,10759.0,True,Has Link,dualjape,Norway,Twitter
277,twitter.com/uayeCA,False,False,2021,Qtr 4,December,31,Clear Paraguay,Vietnam,Has Description,4722.0,True,Has Link,songseem,Panama,Twitter
278,twitter.com/uayeCA,False,False,2022,Qtr 1,January,31,Clear Paraguay,Vietnam,Has Description,4717.0,True,Has Link,songseem,Panama,Twitter
279,twitter.com/uayeCA,False,False,2022,Qtr 2,May,9,Clear Paraguay,Vietnam,Has Description,4711.0,True,Has Link,songseem,Panama,Twitter
280,twitter.com/_thair,True,True,2021,Qtr 4,December,31,CLEAR TH,Thailand,Has Description,208.0,True,Has Link,aquapeak,Japan,Twitter
281,twitter.com/_thair,True,True,2022,Qtr 1,January,31,CLEAR TH,Thailand,Has Description,208.0,True,Has Link,aquapeak,Japan,Twitter
282,twitter.com/_thair,True,True,2022,Qtr 2,May,9,CLEAR TH,Thailand,Has Description,209.0,True,Has Link,aquapeak,Japan,Twitter
283,twitter.com/iyemen,False,False,2021,Qtr 4,December,31,Clear Türkiye,Vietnam,Has Description,5780.0,True,Has Link,ironsoft,Paraguay,Twitter
284,twitter.com/iyemen,False,False,2022,Qtr 1,January,31,Clear Türkiye,Vietnam,Has Description,5762.0,True,Has Link,ironsoft,Paraguay,Twitter
285,twitter.com/iyemen,False,False,2022,Qtr 2,May,9,Clear Türkiye,Vietnam,Has Description,5776.0,True,Has Link,ironsoft,Paraguay,Twitter
286,twitter.com/uaydor,False,False,2022,Qtr 2,May,9,Clear Uruguay,Uruguay,Has Description,6413.0,True,Has Link,dualjape,Poland,Twitter
287,twitter.com/nTRove,False,False,2021,Qtr 4,December,31,Clear Women,Vietnam,Has Description,2847.0,True,Has Link,germanrosy,Peru,Twitter
288,twitter.com/nTRove,False,False,2022,Qtr 1,January,31,Clear Women,Vietnam,Has Description,2837.0,True,Has Link,germanrosy,Peru,Twitter
289,twitter.com/nTRove,False,False,2022,Qtr 2,May,9,Clear Women,Vietnam,Has Description,2834.0,True,Has Link,germanrosy,Peru,Twitter
290,twitter.com/eJPiye,True,True,2021,Qtr 4,December,31,CLEAR(クリア)公式,Vietnam,Has Description,3869.0,True,Has Link,handfoxy,Netherlands,Twitter
291,twitter.com/eJPiye,True,True,2022,Qtr 1,January,31,CLEAR(クリア)公式,Vietnam,Has Description,3832.0,True,Has Link,handfoxy,Netherlands,Twitter
292,twitter.com/eJPiye,True,True,2022,Qtr 2,May,9,CLEAR(クリア)公式,Vietnam,Has Description,3729.0,True,Has Link,handfoxy,Netherlands,Twitter
293,twitter.com/earybr,False,False,2021,Qtr 4,December,31,Clear.haircare,Vietnam,Has Description,457.0,True,Has Link,weiwind,Philippines,Twitter
294,twitter.com/earybr,False,False,2022,Qtr 1,January,31,Clear.haircare,Vietnam,Has Description,455.0,True,Has Link,weiwind,Philippines,Twitter
295,twitter.com/earybr,False,False,2022,Qtr 2,May,9,Clear.haircare,Vietnam,Has Description,453.0,True,Has Link,weiwind,Philippines,Twitter
296,twitter.com/pPHyME,True,True,2021,Qtr 4,December,31,Closeup Philippines,"Manila, Philippines",Has Description,41072.0,True,Has Link,dualjape,Portugal,Twitter
297,twitter.com/pPHyME,True,True,2022,Qtr 1,January,31,Closeup Philippines,"Manila, Philippines",Has Description,40978.0,True,Has Link,dualjape,Portugal,Twitter
298,twitter.com/pPHyME,True,True,2022,Qtr 2,May,9,Closeup Philippines,"Manila, Philippines",Has Description,40729.0,True,Has Link,dualjape,Portugal,Twitter
299,twitter.com/ree_ar,True,True,2022,Qtr 1,January,31,Degree,Vietnam,Has Description,45103.0,True,Has Link,techfond,Philippines,Twitter
300,twitter.com/necang,True,True,2021,Qtr 4,December,31,Degree,Vietnam,Has Description,45113.0,True,Has Link,techfond,Colombia,Twitter
301,twitter.com/ree_ar,True,True,2022,Qtr 2,May,9,Degree - #NotDoneYet,Vietnam,Has Description,45371.0,True,Has Link,techfond,Philippines,Twitter
302,twitter.com/eCAbia,False,False,2021,Qtr 4,December,31,Degree Canada,Vietnam,Has Description,3211.0,True,Has Link,handfoxy,Poland,Twitter
303,twitter.com/eCAbia,False,False,2022,Qtr 1,January,31,Degree Canada,Vietnam,Has Description,3204.0,True,Has Link,handfoxy,Poland,Twitter
304,twitter.com/eCAbia,False,False,2022,Qtr 2,May,9,Degree Canada,Vietnam,Has Description,3187.0,True,Has Link,handfoxy,Poland,Twitter
305,twitter.com/men_bo,True,True,2021,Qtr 4,December,31,Degree Men (@Degree),Vietnam,Has Description,22104.0,True,Has Link,techfond,Portugal,Twitter
306,twitter.com/men_bo,True,True,2022,Qtr 1,January,31,Degree Men (@Degree),Vietnam,Has Description,22039.0,True,Has Link,techfond,Portugal,Twitter
307,twitter.com/men_bo,True,True,2022,Qtr 2,May,9,Degree Men (@Degree),Vietnam,Has Description,21915.0,True,Has Link,techfond,Portugal,Twitter
308,twitter.com/oveIDN,True,True,2022,Qtr 2,May,9,Dove,Vietnam,Has Description,186421.0,True,Has Link,dualjape,Russian Federation,Twitter
309,twitter.com/ell_th,True,True,2021,Qtr 4,December,31,Dove,"Hamburg, Germany",Has Description,1128.0,True,Has Link,aquapeak,Uruguay,Twitter
310,twitter.com/ell_th,True,True,2022,Qtr 1,January,31,Dove,"Hamburg, Germany",Has Description,1129.0,True,Has Link,aquapeak,Uruguay,Twitter
311,twitter.com/ell_th,True,True,2022,Qtr 2,May,9,Dove,"Hamburg, Germany",Has Description,1124.0,True,Has Link,aquapeak,Uruguay,Twitter
312,twitter.com/biakor,True,True,2021,Qtr 4,December,31,Dove Arabia,Middle East,Has Description,47723.0,True,Has Link,ironsoft,Slovakia,Twitter
313,twitter.com/biakor,True,True,2022,Qtr 1,January,31,Dove Arabia,Middle East,Has Description,47694.0,True,Has Link,ironsoft,Slovakia,Twitter
314,twitter.com/biakor,True,True,2022,Qtr 2,May,9,Dove Arabia,Middle East,Has Description,47542.0,True,Has Link,ironsoft,Slovakia,Twitter
315,twitter.com/_boTAM,False,False,2021,Qtr 4,December,31,Dove Bolivia,Vietnam,No Description,11.0,True,No Link,dualjape,South Africa,Twitter
316,twitter.com/_boTAM,False,False,2022,Qtr 1,January,31,Dove Bolivia,Vietnam,No Description,11.0,True,No Link,dualjape,South Africa,Twitter
317,twitter.com/_boTAM,False,False,2022,Qtr 2,May,9,Dove Bolivia,Vietnam,No Description,11.0,True,No Link,dualjape,South Africa,Twitter
318,twitter.com/ebreid,True,True,2021,Qtr 4,December,31,Dove Brasil,Vietnam,Has Description,41414.0,True,Has Link,ironsoft,Argentina,Twitter
319,twitter.com/ebreid,True,True,2022,Qtr 1,January,31,Dove Brasil,Vietnam,Has Description,41380.0,True,Has Link,ironsoft,Argentina,Twitter
320,twitter.com/ebreid,True,True,2022,Qtr 2,May,9,Dove Brasil,Vietnam,Has Description,41374.0,True,Has Link,ironsoft,Argentina,Twitter
321,twitter.com/adadia,True,True,2021,Qtr 4,December,31,Dove Canada,Vietnam,Has Description,9707.0,True,Has Link,ironsoft,Azerbaijan,Twitter
322,twitter.com/adadia,True,True,2022,Qtr 1,January,31,Dove Canada,Vietnam,Has Description,9692.0,True,Has Link,ironsoft,Azerbaijan,Twitter
323,twitter.com/adadia,True,True,2022,Qtr 2,May,9,Dove Canada,Vietnam,Has Description,9718.0,True,Has Link,ironsoft,Azerbaijan,Twitter
324,twitter.com/le1dia,False,False,2021,Qtr 4,December,31,Dove Chile,Vietnam,Has Description,8.0,True,Has Link,ironsoft,Puerto Rico,Twitter
325,twitter.com/le1dia,False,False,2022,Qtr 1,January,31,Dove Chile,Vietnam,Has Description,8.0,True,Has Link,ironsoft,Puerto Rico,Twitter
326,twitter.com/le1dia,False,False,2022,Qtr 2,May,9,Dove Chile,Vietnam,Has Description,9.0,True,Has Link,ironsoft,Puerto Rico,Twitter
327,twitter.com/_ESyMY,True,True,2021,Qtr 4,December,31,Dove España,España,Has Description,6792.0,True,Has Link,ironsoft,Romania,Twitter
328,twitter.com/_ESyMY,True,True,2022,Qtr 1,January,31,Dove España,España,Has Description,6789.0,True,Has Link,ironsoft,Romania,Twitter
329,twitter.com/_ESyMY,True,True,2022,Qtr 2,May,9,Dove España,España,Has Description,6785.0,True,Has Link,ironsoft,Romania,Twitter
330,twitter.com/ananar,False,False,2021,Qtr 4,December,31,Dove Ghana,Accra,Has Description,651.0,True,Has Link,ironsoft,Bangladesh,Twitter
331,twitter.com/ananar,False,False,2022,Qtr 1,January,31,Dove Ghana,Accra,Has Description,647.0,True,Has Link,ironsoft,Bangladesh,Twitter
332,twitter.com/ananar,False,False,2022,Qtr 2,May,9,Dove Ghana,Accra,Has Description,730.0,True,Has Link,ironsoft,Bangladesh,Twitter
333,twitter.com/ecebia,False,False,2021,Qtr 4,December,31,dove greece,Greece,Has Description,10.0,True,Has Link,dualjape,Brazil,Twitter
334,twitter.com/ecebia,False,False,2022,Qtr 1,January,31,dove greece,Greece,Has Description,11.0,True,Has Link,dualjape,Brazil,Twitter
335,twitter.com/ecebia,False,False,2022,Qtr 2,May,9,dove greece,Greece,Has Description,11.0,True,Has Link,dualjape,Brazil,Twitter
336,twitter.com/ind_nl,True,True,2021,Qtr 4,December,31,Dove India,Vietnam,Has Description,14677.0,True,Has Link,aquapeak,Sweden,Twitter
337,twitter.com/ind_nl,True,True,2022,Qtr 1,January,31,Dove India,Vietnam,Has Description,14664.0,True,Has Link,aquapeak,Sweden,Twitter
338,twitter.com/ind_nl,True,True,2022,Qtr 2,May,9,Dove India,Vietnam,Has Description,14600.0,True,Has Link,aquapeak,Sweden,Twitter
339,twitter.com/dianbr,False,False,2021,Qtr 4,December,31,Dove India,India,Has Description,573.0,True,Has Link,songseem,China,Twitter
340,twitter.com/dianbr,False,False,2022,Qtr 1,January,31,Dove India,India,Has Description,572.0,True,Has Link,songseem,China,Twitter
341,twitter.com/dianbr,False,False,2022,Qtr 2,May,9,Dove India,India,Has Description,570.0,True,Has Link,songseem,China,Twitter
342,twitter.com/eidnau,False,False,2021,Qtr 4,December,31,Dove Indonesia,Vietnam,No Description,24.0,False,No Link,germanrosy,Chile,Twitter
343,twitter.com/eidnau,False,False,2022,Qtr 1,January,31,Dove Indonesia,Vietnam,No Description,24.0,False,No Link,germanrosy,Chile,Twitter
344,twitter.com/eidnau,False,False,2022,Qtr 2,May,9,Dove Indonesia,Vietnam,No Description,24.0,False,No Link,germanrosy,Chile,Twitter
345,twitter.com/korell,False,False,2021,Qtr 4,December,31,Dove Korea,Vietnam,Has Description,7417.0,True,Has Link,vandawn,Switzerland,Twitter
346,twitter.com/korell,False,False,2022,Qtr 1,January,31,Dove Korea,Vietnam,Has Description,7412.0,True,Has Link,vandawn,Switzerland,Twitter
347,twitter.com/korell,False,False,2022,Qtr 2,May,9,Dove Korea,Vietnam,Has Description,7386.0,True,Has Link,vandawn,Switzerland,Twitter
348,twitter.com/TAM_ph,False,False,2021,Qtr 4,December,31,Dove Latinoamérica,Vietnam,Has Description,3674.0,True,Has Link,bassvest,Thailand,Twitter
349,twitter.com/TAM_ph,False,False,2022,Qtr 1,January,31,Dove Latinoamérica,Vietnam,Has Description,3668.0,True,Has Link,bassvest,Thailand,Twitter
350,twitter.com/TAM_ph,False,False,2022,Qtr 2,May,9,Dove Latinoamérica,Vietnam,Has Description,3658.0,True,Has Link,bassvest,Thailand,Twitter
351,twitter.com/emxiye,True,True,2021,Qtr 4,December,31,Dove Men + Care,México,Has Description,1279.0,True,Has Link,aquapeak,Japan,Twitter
352,twitter.com/emxiye,True,True,2022,Qtr 1,January,31,Dove Men + Care,México,Has Description,1280.0,True,Has Link,aquapeak,Japan,Twitter
353,twitter.com/emxiye,True,True,2022,Qtr 2,May,9,Dove Men + Care,México,Has Description,1274.0,True,Has Link,aquapeak,Japan,Twitter
354,twitter.com/nbrejp,True,True,2021,Qtr 4,December,31,Dove Men +Care,Brasil,Has Description,520.0,True,Has Link,aquapeak,Greece,Twitter
355,twitter.com/nbrejp,True,True,2022,Qtr 1,January,31,Dove Men +Care,Brasil,Has Description,523.0,True,Has Link,aquapeak,Greece,Twitter
356,twitter.com/nbrejp,True,True,2022,Qtr 2,May,9,Dove Men +Care,Brasil,Has Description,520.0,True,Has Link,aquapeak,Greece,Twitter
357,twitter.com/bia_za,True,True,2021,Qtr 4,December,31,Dove Men Care Arabia,Arabia,Has Description,2088.0,True,Has Link,aquapeak,Egypt,Twitter
358,twitter.com/bia_za,True,True,2022,Qtr 1,January,31,Dove Men Care Arabia,Arabia,Has Description,2085.0,True,Has Link,aquapeak,Egypt,Twitter
359,twitter.com/bia_za,True,True,2022,Qtr 2,May,9,Dove Men Care Arabia,Arabia,Has Description,2079.0,True,Has Link,aquapeak,Egypt,Twitter
360,twitter.com/eesile,False,False,2021,Qtr 4,December,31,Dove Men Care ES,Vietnam,No Description,1.0,True,No Link,techfond,"Iran, Islamic Republic of",Twitter
361,twitter.com/eesile,False,False,2022,Qtr 1,January,31,Dove Men Care ES,Vietnam,No Description,1.0,True,No Link,techfond,"Iran, Islamic Republic of",Twitter
362,twitter.com/eesile,False,False,2022,Qtr 2,May,9,Dove Men Care ES,Vietnam,No Description,1.0,True,No Link,techfond,"Iran, Islamic Republic of",Twitter
363,twitter.com/npyear,False,False,2021,Qtr 4,December,31,Dove Men Paraguay,Paraguay,Has Description,4088.0,True,Has Link,aquapeak,Morocco,Twitter
364,twitter.com/npyear,False,False,2022,Qtr 1,January,31,Dove Men Paraguay,Paraguay,Has Description,4087.0,True,Has Link,aquapeak,Morocco,Twitter
